age,job,marital,education,default,housing,loan
Adult,services,married,high school,no,no,yes
Adult,admin.,married,university degree,no,unknown,unknown
Adult,blue-collar,married,basic,unknown,yes,no
young adult,technician,married,basic,no,no,yes
Adult,admin.,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,high school,no,no,no
Adult,management,married,university degree,unknown,no,no
Adult,services,single,high school,unknown,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,admin.,married,high school,no,no,yes
Adult,services,married,high school,no,yes,no
Adult,admin.,married,professional course,no,no,yes
Adult,admin.,single,high school,unknown,no,no
Adult,management,married,university degree,no,yes,no
Adult,entrepreneur,married,professional course,no,no,no
Adult,management,divorced,university degree,unknown,yes,no
Adult,technician,married,basic,unknown,no,no
Adult,housemaid,married,professional course,unknown,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,management,married,professional course,unknown,yes,no
Adult,services,married,high school,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,housemaid,married,basic,unknown,yes,no
young adult,admin.,single,high school,no,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,management,married,university degree,no,yes,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,management,single,university degree,no,no,no
Adult,retired,married,high school,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,admin.,married,university degree,unknown,yes,no
Adult,services,married,high school,unknown,no,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,housemaid,married,basic,no,no,no
Adult,entrepreneur,married,basic,no,no,no
Adult,admin.,married,university degree,unknown,no,no
Adult,self-employed,married,basic,no,yes,no
Adult,housemaid,married,basic,unknown,yes,no
Adult,self-employed,divorced,basic,no,yes,no
Adult,self-employed,married,university degree,no,no,no
young adult,unemployed,single,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,yes
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,married,basic,unknown,yes,yes
Adult,admin.,married,high school,unknown,yes,no
Elderly,retired,divorced,university degree,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,management,married,university degree,unknown,no,no
Adult,student,single,university degree,unknown,no,no
Adult,admin.,married,university degree,no,no,no
Adult,services,married,high school,no,no,no
Adult,technician,married,basic,no,no,no
Adult,technician,married,university degree,no,no,no
Adult,retired,married,high school,no,no,no
Adult,services,married,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,services,married,high school,no,yes,no
Adult,technician,married,basic,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,entrepreneur,married,university degree,no,yes,no
young adult,blue-collar,married,basic,unknown,yes,no
young adult,technician,single,professional course,no,no,no
Adult,admin.,single,unknown,unknown,yes,yes
Adult,blue-collar,married,professional course,unknown,no,no
Adult,admin.,single,high school,no,yes,yes
Adult,self-employed,single,basic,unknown,yes,no
Adult,technician,single,university degree,unknown,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,retired,married,basic,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,unemployed,divorced,university degree,no,no,no
Adult,blue-collar,married,unknown,unknown,yes,no
Adult,admin.,divorced,high school,no,no,no
Adult,housemaid,married,basic,no,yes,yes
Adult,management,married,basic,unknown,yes,no
Adult,technician,single,professional course,no,yes,yes
Adult,blue-collar,married,basic,no,no,yes
Adult,blue-collar,divorced,basic,unknown,yes,no
Adult,unemployed,married,basic,unknown,yes,yes
Adult,services,married,high school,no,yes,no
young adult,admin.,single,university degree,no,no,no
Adult,technician,single,professional course,no,yes,no
Adult,services,divorced,basic,no,no,yes
Adult,blue-collar,married,basic,no,yes,no
Elderly,blue-collar,married,professional course,no,no,no
Adult,admin.,married,university degree,no,yes,no
Adult,services,married,high school,no,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,services,married,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,professional course,unknown,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,unemployed,married,basic,no,no,no
Adult,services,married,high school,no,yes,no
Adult,technician,married,university degree,unknown,no,no
Adult,technician,married,professional course,no,no,no
Adult,technician,married,university degree,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,self-employed,married,university degree,unknown,no,no
Adult,technician,married,unknown,unknown,unknown,unknown
Adult,student,single,high school,unknown,no,no
Adult,blue-collar,married,basic,unknown,unknown,unknown
Adult,housemaid,divorced,unknown,no,yes,no
Adult,management,married,unknown,unknown,yes,no
Adult,technician,married,professional course,no,no,no
Adult,housemaid,married,basic,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,single,unknown,unknown,no,yes
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,admin.,married,high school,no,yes,no
Adult,services,married,high school,unknown,no,no
Adult,technician,married,basic,no,yes,no
Adult,services,married,high school,unknown,yes,no
Adult,technician,divorced,professional course,no,no,no
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,blue-collar,single,basic,no,yes,no
Adult,self-employed,married,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,basic,unknown,no,yes
Adult,technician,married,professional course,no,yes,no
Adult,blue-collar,single,basic,unknown,no,no
Adult,blue-collar,single,basic,unknown,unknown,unknown
Adult,management,single,university degree,unknown,yes,yes
Adult,management,married,high school,no,no,no
Adult,entrepreneur,married,basic,no,no,no
young adult,unknown,single,basic,unknown,no,no
Adult,services,single,unknown,no,yes,no
Adult,blue-collar,single,high school,no,no,no
Adult,blue-collar,divorced,unknown,no,yes,no
Adult,blue-collar,married,basic,no,unknown,unknown
Adult,blue-collar,divorced,basic,unknown,yes,yes
Adult,blue-collar,single,basic,unknown,yes,no
Adult,services,divorced,high school,no,no,no
Adult,entrepreneur,single,professional course,no,no,no
Adult,admin.,divorced,university degree,no,no,no
Adult,admin.,married,high school,no,no,no
Adult,technician,married,basic,no,no,no
Adult,services,single,unknown,no,yes,no
Adult,entrepreneur,married,university degree,unknown,yes,no
young adult,admin.,single,high school,no,no,no
Adult,admin.,single,university degree,no,yes,yes
Adult,self-employed,single,high school,unknown,no,no
Adult,services,married,high school,no,no,no
Adult,blue-collar,married,high school,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,blue-collar,single,high school,unknown,unknown,unknown
Adult,blue-collar,divorced,basic,no,no,no
Adult,technician,single,unknown,unknown,yes,no
Adult,housemaid,married,basic,no,yes,no
Adult,management,married,high school,unknown,yes,no
young adult,admin.,single,basic,no,yes,no
Adult,admin.,single,university degree,no,no,no
Adult,admin.,married,university degree,unknown,no,no
young adult,blue-collar,married,basic,no,no,no
Adult,management,single,university degree,no,yes,no
Adult,management,divorced,high school,no,no,yes
Adult,technician,married,professional course,no,yes,no
Adult,technician,divorced,professional course,no,no,no
Adult,services,married,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,yes
Adult,technician,married,university degree,no,yes,no
Adult,entrepreneur,married,basic,no,yes,no
Adult,admin.,married,high school,no,no,no
young adult,student,single,basic,unknown,yes,yes
Adult,technician,married,high school,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,admin.,married,high school,unknown,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,admin.,single,unknown,no,yes,no
Adult,technician,married,professional course,no,no,no
Adult,entrepreneur,married,basic,no,yes,yes
Adult,admin.,single,university degree,unknown,yes,no
Adult,admin.,divorced,high school,unknown,yes,no
Adult,blue-collar,married,basic,unknown,yes,yes
young adult,services,single,high school,no,no,no
Adult,admin.,single,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,management,divorced,university degree,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,services,married,basic,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,housemaid,married,basic,unknown,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,entrepreneur,married,university degree,no,yes,no
Adult,blue-collar,married,professional course,unknown,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,single,unknown,no,yes,no
Adult,management,married,university degree,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,technician,married,professional course,unknown,yes,no
Adult,admin.,single,university degree,no,yes,no
Adult,blue-collar,married,unknown,no,yes,yes
Adult,blue-collar,married,high school,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,married,professional course,no,yes,no
Adult,admin.,single,unknown,unknown,no,no
Adult,admin.,divorced,university degree,no,yes,no
Adult,blue-collar,single,basic,unknown,yes,no
Adult,blue-collar,married,high school,no,yes,no
Adult,blue-collar,married,high school,no,yes,no
Adult,entrepreneur,divorced,high school,unknown,yes,no
Adult,technician,single,university degree,no,no,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,blue-collar,married,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
young adult,unknown,single,basic,unknown,yes,no
Adult,services,married,high school,unknown,yes,no
Adult,admin.,single,high school,no,yes,no
young adult,blue-collar,married,basic,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,retired,married,basic,unknown,yes,no
Adult,blue-collar,divorced,unknown,no,yes,no
Adult,unknown,married,high school,unknown,no,no
young adult,technician,married,professional course,no,yes,no
Adult,admin.,married,university degree,no,no,no
Adult,technician,married,professional course,no,no,no
Adult,admin.,single,university degree,no,no,no
Adult,services,single,unknown,unknown,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,blue-collar,married,basic,no,no,no
Adult,retired,single,high school,no,yes,no
Adult,technician,single,professional course,no,no,no
Adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,management,married,basic,no,no,no
Adult,technician,married,professional course,no,yes,no
Adult,technician,divorced,professional course,no,yes,no
Adult,technician,married,basic,unknown,no,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,management,divorced,university degree,no,unknown,unknown
Adult,technician,married,basic,unknown,no,yes
Adult,technician,single,professional course,no,no,no
Adult,blue-collar,single,basic,no,no,no
Adult,admin.,divorced,basic,unknown,no,no
Adult,services,divorced,high school,no,no,no
Adult,blue-collar,married,unknown,unknown,no,yes
Adult,blue-collar,divorced,basic,unknown,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,admin.,married,professional course,no,no,no
Adult,admin.,single,high school,no,no,no
young adult,blue-collar,married,basic,no,no,yes
Adult,services,married,high school,unknown,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,retired,married,basic,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,services,single,high school,no,yes,no
Adult,retired,divorced,basic,no,yes,no
Adult,entrepreneur,married,basic,unknown,no,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,blue-collar,single,basic,no,yes,no
Adult,admin.,married,university degree,no,yes,no
Adult,technician,single,university degree,no,yes,no
Adult,technician,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,yes,no
Adult,blue-collar,married,basic,no,yes,yes
Adult,services,married,high school,unknown,yes,no
Adult,retired,married,basic,unknown,yes,no
young adult,admin.,single,high school,no,yes,no
Adult,blue-collar,married,basic,unknown,yes,no
Adult,admin.,married,high school,no,yes,no
Adult,blue-collar,married,basic,no,no,no
Adult,management,married,high school,unknown,yes,yes
Adult,admin.,married,basic,unknown,no,no
Adult,management,divorced,university degree,no,yes,no
Adult,admin.,single,university degree,unknown,yes,no
Adult,technician,married,professional course,unknown,yes,no
Adult,technician,single,university degree,unknown,yes,no
Adult,blue-collar,married,basic,unknown,unknown,unknown
Adult,services,divorced,high school,unknown,no,no
Adult,blue-collar,married,basic,unknown,no,no
Adult,services,divorced,high school,unknown,no,no
